mwe_template	semantic_tags
anti_ADJ robbery_NOUN patrol*_NOUN	G2.1/S5+c
antibiotic_NOUN paste*_NOUN	B3
antique_* dealer_NOUN	T3+/I2.1/S2mf
antique_NOUN fair*_NOUN	I2.2/T3+c
antique_NOUN restorer*_NOUN	C1/S2mf
antique_NOUN shop*_NOUN	I2.2/T3+c
antler_* moth*_NOUN	L2mfn
ants_NOUN in_ADP *_DET pants_NOUN	X5.1-
anxiety_NOUN attack*_NOUN	B2-/X1
anxiety_NOUN neurosis_NOUN	B2-/E6-
any_* more_*	T1.1.2
any_* other_* business_NOUN	X4.1+/S5+/S1.1.3+
any_DET *_NOUN now_ADV	T1.1.3
any_DET *_NOUN of_ADP the_DET day_NOUN	T1.3
any_DET day_NOUN	T1.3 T1.1.3
any_DET number_NOUN of_ADP	N5+
any_DET old_ADJ	N5.1+
any_DET rate_NOUN	Z4
any_DET {ADJ/INTJ} Tom_PROPN ,_PUNCT Dick_PROPN *_CCONJ Harry_PROPN	N5.1+/S2mf
any_DET {ADJ/INTJ} Tom_PROPN Dick_PROPN and_CCONJ Harry_PROPN	N5.1+/S2mf
anybody_PRON 's_PART guess_NOUN	X2.2-
anything_ADV but_ADV	Z6 Z5
anything_PRON at_ADV all_ADV	Z8
anywhere_ADV near_ADV	A13.4 N3.3
apart_ADP from_ADP	A1.8-
apartment_* house_NOUN	H1
apartment_NOUN block*_NOUN	H1c
apartment_NOUN building*_NOUN	H1
appeal*_NOUN procedure_NOUN	G2.1
appeal*_NOUN process_NOUN	G2.1
appeal*_VERB against_ADP	G2.1
appeal*_VERB for_ADP	X7+
appeal_NOUN court*_NOUN	G2.1
appeal_NOUN judge_NOUN	G2.1/S2mf
appeal_NOUN tribunal*_NOUN	X2.4/X6+
appearance_NOUN money_NOUN	S1.1.3+/I1
appellate_* court*_NOUN	G2.1
appellate_ADJ court*_NOUN	G2.1
apple_NOUN core_NOUN	F1
apple_NOUN dumpling*_NOUN	F1
apple_NOUN fritter_NOUN	F1
apple_NOUN juice_NOUN	F2
apple_NOUN of_ADP *_DET eye_NOUN	E2+
apple_NOUN sauce_NOUN	F1
apple_NOUN turnover*_NOUN	F1
application*_NOUN package*_NOUN	Y2
application*_NOUN program*_NOUN	Y2
application*_NOUN program_NOUN	Y2
application*_NOUN software_NOUN	Y2
application_NOUN form*_NOUN	Q1.2
applied_ADJ customer_NOUN science*_NOUN	Y1
applied_ADJ math*_NOUN	N2
applied_ADJ social_ADJ studies_NOUN	S1.1.1/P1
applied_VERB *_PRON	X8+
apply*_* *_PRON	X8+
apply*_VERB the_DET brake*_NOUN	A1.1.1/M8
apprentice_NOUN electrician*_NOUN	O3/P1mf
apprentice_NOUN engineer*_NOUN	Y1/P1mf
apprentice_NOUN plumber*_NOUN	H2/P1mf
approach_NOUN road_NOUN	M3
apres_* ski_*	K5.1/N4
apricot_NOUN schnapps_NOUN	F2
apron_NOUN strings_NOUN	S4
aptitude_NOUN test_NOUN	X9.1/X2/4
aqua_NOUN pressure_NOUN	B3
arbor_* vitae_*	L3
arcade_NOUN game_NOUN	K1
archaeology_NOUN unit*_NOUN	Y1/S5+c
archive_NOUN assistant*_NOUN	Q1.2/S2mf
arctic_ADJ fox_NOUN	L2
are_VERB you_PRON with_ADP me_PRON	Z4
area_NOUN clerk*_NOUN	I2.1/S2mf
area_NOUN code_NOUN	Q1.2
area_NOUN council*_NOUN	S7.1+/S5+c
area_NOUN health_NOUN authorit*_NOUN	B3/G1.1c
area_NOUN manager_NOUN	S7.1+/S2mf
area_NOUN office_NOUN	I2.1/H1
area_NOUN representative_NOUN	I2.1/S2mf
area_NOUN secretar*_NOUN	S7.1+/S2mf
argue*_VERB {ADV} back_ADV	Q2.2
arguing*_* {ADV} back_ADV	Q2.2
ark_NOUN age_NOUN	T1.1.1
arm_* rest_NOUN	H5/N5.1-
arm_* twisting_NOUN	Q2.2
arm_* wrestling_NOUN	K5.1
arm_* wrestling_VERB	K5.1
armed_ADJ forces_NOUN	G3
armour_VERB plating_NOUN	G3 A15+
arms_NOUN dealer_NOUN	G2.2-/S2mf G3/S2mf
arms_NOUN embargo_NOUN	G3/S7.4-
arms_NOUN factory_NOUN	G3/I4/H1
arms_NOUN manufacturer_NOUN	G3/I4/S2mf
arms_NOUN trade_VERB	G3/I2.2
arms_NOUN trafficking_VERB	G3/I2
army_NOUN cadet*_NOUN	G3/S2mf
army_NOUN camp*_NOUN	G3/M7c
army_NOUN corps_NOUN	G3/S5+
army_NOUN doctor_NOUN	G3/B3/S2mf
army_NOUN life_NOUN	G3/L1
army_NOUN of_ADP occupation_NOUN	G3/S7.1+
army_NOUN slang_NOUN	G3/Q3
aroma_NOUN therapist*_NOUN	B3/S2mf
around_ADP the_DET corner_NOUN	N3.3-
arrest_* warrant_NOUN	G2.1
arriv*_* back_ADV	M1/N6+
art*_NOUN and_CCONJ craft*_NOUN	C1
art_NOUN and_CCONJ design_NOUN	C1
art_NOUN collection_NOUN	C1/A9+
art_NOUN college_NOUN	C1/P1/H1
art_NOUN dealer_NOUN	C1/I2.1/S2mf
art_NOUN exhibition_NOUN	C1/A10+/S1.1.3+
art_NOUN film*_NOUN	Q4.3
art_NOUN form*_NOUN	C1
art_NOUN galleries_NOUN	C1/H1
art_NOUN gallery_NOUN	C1/H1c
art_NOUN history_NOUN	C1
art_NOUN nouveau_NOUN	C1
art_NOUN paper_NOUN	C1/O2
art_NOUN school*_NOUN	P1/C1c
art_NOUN therapy_NOUN	B3/C1
art_NOUN work_NOUN	C1
artery_NOUN bypass*_NOUN	B3
artichoke_ADJ heart*_NOUN	F1 L3
article*_NOUN of_ADP association_NOUN	I2.1/G2.1 Q1.2/I2.1/G2.1
article*_NOUN of_ADP faith_NOUN	S9/X2.1
article_* numbering_*	I2.2
article_NOUN of_ADP faith_NOUN	S9/Q1.2
articles_NOUN of_ADP apprenticeship_NOUN	P1/I3.1/Q1.2
articles_NOUN of_ADP war_NOUN	G3/G2.1
artificial_ADJ insemination_NOUN	B3
artificial_ADJ insemnation_NOUN	S3.2/B1/Y1
artificial_ADJ intelligence_NOUN	Y2
artificial_ADJ sweetener_NOUN	F1
artist_NOUN 's_PART impression*_NOUN	C1
arts_NOUN and_CCONJ crafts_NOUN festival*_NOUN	C1/S1.1.3+c
arts_NOUN centre*_NOUN	C1/H1c
as_* American_* as_* apple_NOUN pie*_NOUN	A6.2+/Z2
as_* far_* as_*	Z5
as_* far_* as_* *_PRON can_AUX see_VERB	Z4
as_* far_* as_* *_PRON need*_VERB to_PART go_VERB	N5.1+
as_* it_PRON happen*_VERB	Z4
as_* little_* or_CCONJ as_* long_*	T1.3
as_* such_*	A4.2+
as_* well_*	N5++
as_* yet_ADV	T1.1.2
as_ADP a_DET whole_NOUN	N5.1+
as_ADP a_DET {ADV/ADJ} rule_NOUN	A6.2+
as_ADP against_ADP	A6.1-
as_ADP between_ADP	Z5
as_ADP for_ADP	Z5
as_ADP from_ADP	Z5
as_ADP of_ADP	Z5
as_ADP opposed_ADP to_ADP	A6.1-
as_ADP regards_ADP	Z5
as_ADP the_DET case_NOUN may_AUX be_VERB	Z4
as_ADP the_DET case_NOUN might_AUX be_VERB	Z4
as_ADP the_DET crow_NOUN flies_VERB	M6
as_ADP the_DET saying_NOUN goes_VERB	Z4
as_ADP to_ADP	Z5
as_ADV *_ADJ as_SCONJ the_DET next_ADJ man_NOUN	Df/A6.2+
as_ADV *_ADJ as_SCONJ the_DET next_ADJ person_NOUN	Df/A6.2+
as_ADV *_ADJ {NOUN/INTJ/ADJ} as_SCONJ possible_ADJ	Df+++
as_ADV *_ADV {NOUN/INTJ/ADJ} as_SCONJ possible_ADJ	Df+++
as_ADV *_DET {NOUN/INTJ/ADJ} as_SCONJ possible_ADJ	Df+++
as_ADV good_ADV as_ADV	A6 A13.4
as_ADV it_ADV were_ADV	Z4
as_ADV long_ADJ as_ADV it_PRON is_VERB short_ADJ	A6.1+
as_ADV much_DET as_SCONJ	A13.4
as_ADV much_DET as_SCONJ anything_PRON	Z4
as_ADV much_DET as_SCONJ possible_ADJ	N5.1+++
as_ADV much_DET {ADJ/INTJ/Np} *_NOUN as_SCONJ *_PRON can_AUX	Df+++
as_ADV near_ADV as_SCONJ damn_ADJ it_PRON	A13.4
as_ADV usual_ADV	A6.2+
as_CCONJ well_CCONJ as_CCONJ	N5++
as_SCONJ *_PRON *_VERB {ADV} said_VERB	Z4
as_SCONJ *_PRON *_VERB {ADV} saying_VERB	Z4
as_SCONJ *_PRON please*_VERB	A1.7-
as_SCONJ *_PRON {ADV} said_VERB	Z4
as_SCONJ *_PRON {ADV} said_VERB before_ADV	Z4
as_SCONJ *_PRON {ADV} say*_VERB	Z4
as_SCONJ I_PRON keep_VERB saying_VERB	Z4
as_SCONJ I_PRON was_VERB saying_VERB a_DET moment_NOUN ago_ADV	Z4
as_SCONJ anything_PRON	A13.3
as_SCONJ far_SCONJ as_SCONJ *_PRON know*_VERB	Z4
as_SCONJ far_SCONJ as_SCONJ {PRON/Np} *_VERB concerned_ADJ	Z5
as_SCONJ far_SCONJ as_SCONJ {PRON/Np} goes_VERB	Z5
as_SCONJ hell_NOUN	A13.3
as_SCONJ if_SCONJ	Z5
as_SCONJ it_PRON is_VERB	Z4 A2.1-
as_SCONJ long_ADV as_ADV	Z7
as_SCONJ long_SCONJ as_SCONJ	Z7
as_SCONJ soon_ADV as_*	Z5
as_SCONJ soon_SCONJ as_SCONJ	Z5
as_SCONJ though_SCONJ	Z5
as_SCONJ usual_ADJ	A6.2+
as_SCONJ you_PRON can_AUX {ADV} appreciate_VERB	Z4
as_SCONJ you_PRON can_AUX {ADV} imagine_VERB	Z4
as_SCONJ you_PRON can_AUX {ADV} see_VERB	Z4
as_SCONJ you_PRON will_AUX {ADV} realise_VERB	Z4
as_SCONJ you_PRON would_AUX {ADV} like_VERB	Z4
as_SCONJ {PRON/Np} go_VERB along_ADV	T1.1.2
ash_NOUN grey_*	O4.3
aside_ADP from_ADP	A1.8-
ask*_* around_ADV	Q2.2
ask*_VERB {PRON/ADV/Np} out_ADV	S3.2/Q2.2
asparagus_NOUN tips_NOUN	F1
asphalt_NOUN jungle_NOUN	M7
ass_* licker_*	S2mf/E2-
assault_NOUN and_CCONJ battery_NOUN	G2.1-
assault_NOUN course*_NOUN	G3
assault_NOUN rifle*_NOUN	G3
assault_NOUN troop*_NOUN	G3/S5
assembly_NOUN line*_NOUN	I4
assembly_NOUN line_NOUN production_NOUN	I4
assembly_NOUN line_NOUN worker_NOUN	I4/S2mf
assembly_NOUN track*_NOUN	I4
assembly_NOUN worker*_NOUN	I4/S2mf
assert*_* *_PRON	S1.2.3+
assessment_NOUN centre*_NOUN	B3/X1c
asset_NOUN strip*_*	I1.1
assistant_* manager*_NOUN	S7.1+/S2mf
assistant_ADJ director_NOUN	S7.1+/S2mf
association_NOUN executive*_NOUN	S7.1+/S5+c
association_NOUN rules_NOUN	Y2
astral_ADJ projection_NOUN	S9
asylum_NOUN seeker*_NOUN	Z2/X7+/S2mf
asylum_NOUN seeker_NOUN	Z2/S2mf
asymmetrical_ADJ bars_NOUN	K5.1
at-risk_ADJ register_NOUN	A15-/Q1.1
at_* heart_NOUN	A5.2+ A11.1+
at_* {ADV} all_* {ADJ/INTJ} costs_NOUN	A11.1+
at_ADP *_DET drop_NOUN of_ADP a_DET {ADJ/INTJ} hat_NOUN	N3.8+
at_ADP *_DET mercy_NOUN	S7.1-
at_ADP *_DET {ADJ/INTJ} finger_NOUN tips_NOUN	N6+
at_ADP *_DET {ADJ} peak_NOUN	A5.1+++
at_ADP *_DET {ADJ} point_NOUN in_ADP time_NOUN	T1.2
at_ADP *_DET {ADV/ADJ} disposal_NOUN	A1.5.1
at_ADP a_DET glance_NOUN	N3.8+
at_ADP a_DET loose_ADJ end_NOUN	A1.1.1- I3.1-
at_ADP a_DET rate_NOUN	N3.8+
at_ADP a_DET stroke_NOUN	T1.1.2
at_ADP a_DET time_NOUN	T1.1.2
at_ADP a_DET trot_NOUN	T1.1.2
at_ADP a_DET {ADV/ADJ} loss_NOUN	X2.2-
at_ADP all_DET times_NOUN	T2++
at_ADP death_NOUN 's_PART door_NOUN	L1-
at_ADP each_* others_* {ADJ/INTJ} throats_NOUN	E3-
at_ADP each_PRON other_PRON 's_PART {ADJ/INTJ} throats_NOUN	E3-
at_ADP ease_NOUN	E6+
at_ADP first_ADJ glance_NOUN	N4/X3.4
at_ADP first_ADJ sight_NOUN	N4
at_ADP hand_NOUN	N3.3-
at_ADP home_NOUN with_ADP	E6+
at_ADP it_PRON	A1.1.1
at_ADP knife_NOUN point_NOUN	E3-
at_ADP leisure_NOUN	N3.8-
at_ADP one_NUM stroke_NOUN	T1.1.2
at_ADP one_NUM time_NOUN	T1.1.1
at_ADP one_NUM {ADJ/INTJ} stage_NOUN	T1.1.1
at_ADP risk_NOUN	A15-
at_ADP sixes_NUM and_CCONJ sevens*_*	A7- O4.2-
at_ADP stake_NOUN	A15-
at_ADP that_DET time_NOUN	T1.1.1
at_ADP that_DET time_NOUN of_ADP *_NOUN	T1.2
at_ADP the_DET end_NOUN of_ADP *_DET {ADJ/INTJ} tether_NOUN	E3-
at_ADP the_DET end_NOUN of_ADP the_DET day_NOUN	N4
at_ADP the_DET front_ADJ end_NOUN	M6 S1.1.1
at_ADP the_DET front_NOUN of_ADP *_DET mind_NOUN	A10+/X2.1
at_ADP the_DET helm_NOUN of_ADP the_DET ship_NOUN	S7.1+
at_ADP the_DET minute_NOUN	T1.1.2
at_ADP the_DET point_NOUN of_ADP	T1.2
at_ADP the_DET present_ADJ moment_NOUN	T1.1.2
at_ADP the_DET present_ADJ time_NOUN	T1.1.2
at_ADP the_DET time_NOUN	T1.1.1 T1.1.2
at_ADP the_DET top_NOUN of_ADP *_DET mind*_NOUN	A11.1+
at_ADP the_DET very_ADV least_DET	A13.7
at_ADP the_DET very_ADV minimum_*	A13.7
at_ADP the_DET {ADJ/INTJ} coalface_NOUN	A1.1.1
at_ADP the_DET {ADJ/INTJ} offset_NOUN	T2+
at_ADP the_DET {ADJ} forefront_NOUN of_ADP	A11.1+
at_ADP the_DET {ADJ} mercy_NOUN of_ADP	S7.1-
at_ADP the_DET {ADJ} moment_NOUN	T1.1.2
at_ADP the_DET {ADJ} outset_NOUN	T2+
at_ADP the_DET {ADV/ADJ} back_NOUN of_ADP *_DET mind_NOUN	A10-
at_ADP the_DET {ADV} last_ADJ {ADJ/INTJ} minute_NOUN	T4+
at_ADP this_DET point_NOUN	T1.1.2
at_ADP this_DET precise_ADJ moment_NOUN	T1.1.2
at_ADP this_DET time_NOUN of_ADP the_DET *_NOUN	T1.1.2
at_ADP this_DET {ADJ/INTJ} rate_NOUN	N3.8
at_ADP this_DET {ADJ} moment_NOUN	T1.1.2
at_ADP times_NOUN	N6
at_ADP work_NOUN	A1.1.1
at_ADP {ADV/ADJ/INTJ} close_ADJ quarters_NOUN	N3.3- A4.2+
at_ADP {ADV/ADJ/INTJ} short_ADJ notice_NOUN	N3.8+
at_ADP {ADV} the_DET {ADJ} same_DET {ADJ/INTJ} time_NOUN	T1.1.2
at_ADP {ADV} this_DET {ADJ} moment_NOUN in_ADP time_NOUN	T1.1.2
at_ADP {DET} most_*	N5.1+
at_ADV all_ADV	A13.7 Z4 N5.1+
at_ADV best_ADV	Z4
at_ADV first_ADV	N4
at_ADV large_ADV	A1.7-
at_ADV last_ADV	N4
at_ADV least_ADV	A13.7
at_ADV length_ADV	N5+ N4
at_ADV once_ADV	N3.8+ T1.1.2
at_ADV present_ADV	T1.1.2
at_ADV random_ADV	A1.4
at_ADV worst_ADV	Z4
athlete_NOUN 's_PART foot_NOUN	B2-
athletics_* coach_NOUN	K5.1/S2mf
athletics_NOUN championship*_NOUN	K5.1
athletics_NOUN competition_NOUN	K5.1/S7.3+
athletics_NOUN meeting_NOUN	K5.1/S7.3+
athletics_NOUN track_NOUN	K5.1/M7
atmospheric_ADJ pollution_NOUN	W3 W5
atmospheric_ADJ pressure_NOUN	W3
atom_NOUN bomb*_NOUN	G3
atomic_ADJ age_NOUN	G3/T1.3 Y1/T1.3
atomic_ADJ age_NOUN	G3/T3 Y1/T3
atomic_ADJ bomb*_NOUN	G3
atomic_ADJ bomb*_NOUN	G3 A1.1.2++
atomic_ADJ energy_NOUN	Y1
atomic_ADJ heat_NOUN	Y1/O4.6++
atomic_ADJ particle*_NOUN	Y1/N3.2---
atomic_ADJ physics_NOUN	Y1/P1
atomic_ADJ power_NOUN	O3
atomic_ADJ power_NOUN	Y1
atomic_ADJ power_NOUN station_NOUN	Y1/H1
atomic_ADJ theory_NOUN	X2.1
atomic_ADJ warfare_NOUN	G3
atomic_ADJ warfare_NOUN	Y1/G3
atomic_ADJ warhead_NOUN	Y1/G3
atomising_ADJ spray_NOUN	O2
atone*_VERB for_ADP	S1.1.2+/S9 S1.1.2+/G2.1
attainment_NOUN target*_NOUN	X7+
attend*_* {ADV} to_ADP	A1.1.1
attendance_NOUN allowance*_NOUN	I1.1/G1.1
attention_NOUN deficit_NOUN disorder_NOUN	B2-/X5.1
attention_NOUN deficit_NOUN hyperactivity_NOUN disorder_NOUN	B2-/X5.1
attention_NOUN seeker*_NOUN	X5.1+/S2mf
attention_NOUN span_NOUN	X5.1
attention_NOUN to_ADP detail_NOUN	A4.2+
attitude_NOUN problem*_NOUN	S1.2.3+
attract*_* {PRON/ADV/Np} in_ADV	O4.2+
au_ADJ fait_ADJ	X9.1+
au_NOUN pair_NOUN	H4/S2.1f
auction_NOUN sale_NOUN	I2.2
audience_NOUN participation_NOUN	S1.1.3+
audio_* visual_ADJ	Q4.3 Q1.3
audio_ADJ book_NOUN	X3.2+/Q4.1
audio_ADJ cassette_NOUN	K3
audio_ADJ equipment_NOUN	K3 X3.2+
audio_ADJ frequency_NOUN	X3.2+
audio_ADJ recording_NOUN	K3
audio_ADJ system_NOUN	K3
audio_NOUN tape*_NOUN	K3
audit_NOUN clerk*_NOUN	I2.1/S2mf
auto_ADJ focus_NOUN	X3.4/X7-
auto_NOUN repair_NOUN	S8+
autograph_VERB album_NOUN	K1/Q1.2
autograph_VERB hunter_NOUN	K1/Q1.2/S2mf
automated_ADJ systems_NOUN engineering_NOUN	Y1
automated_ADJ telling_ADJ machine_NOUN	I1/O2
automatic_* pilot_NOUN	A1.1.1/X7-
autonomous_* region*_NOUN	M7
auxiliary_ADJ ship*_NOUN	M4fn
avant_NOUN garde_NOUN	T3---
aviation_NOUN group*_NOUN	M5/S5+c
avoid*_* {PRON/Np} like_ADP the_DET {ADJ/INTJ} plague_NOUN	A1.9 S1.1.3--
award*_NOUN ceremony_NOUN	K1 S7.2+/S1.1.1
award_NOUN winner_NOUN	X9.2+/S2mf
away_ADP from_ADP	M6
awe_NOUN inspiring_*	O4.2+
awful_ADJ long_ADJ time_NOUN	T1.3+
ay_INTJ up_* me_PRON duck_NOUN	Z4
babe*_NOUN in_ADP arms_NOUN	T3-/S2mf
baby_* daughter*_NOUN	T3--/S2mf
baby_NOUN batterer_NOUN	G2.1-/S2mf G2.2-/S2mf
baby_NOUN battering_NOUN	G2.1-/A1.1.1 G2.2-/A1.1.1
baby_NOUN bouncer*_NOUN	T3--/O2
baby_NOUN boy*_NOUN	T3--/S2.2m
baby_NOUN buggies_NOUN	M3
baby_NOUN buggy_NOUN	M3
baby_NOUN carriage*_NOUN	M3
baby_NOUN clothes_NOUN	B5/T3-
baby_NOUN face_NOUN	O4.2
baby_NOUN food*_NOUN	F1
baby_NOUN girl*_NOUN	T3--/S2.1f
baby_NOUN grand_*	K2
baby_NOUN minder*_NOUN	S4/S2mf
baby_NOUN seat_NOUN	S4/M3/O2
baby_NOUN sit*_*	S4
baby_NOUN sitter*_NOUN	S4/S2mf
baby_NOUN slope*_NOUN	K5.1/M7
baby_NOUN snatcher*_NOUN	G2.1-/S2mf G2.2-/S2mf
baby_NOUN talk_NOUN	T3--/Q3
baby_NOUN teeth_NOUN	B1
baby_NOUN tooth_NOUN	B1
baby_NOUN walker*_NOUN	S4/M1/O2
baby_NOUN wipe*_NOUN	T3--/B4
bachelor*_NOUN of_ADP {ADJ/INTJ} science_NOUN	P1/S2mf
bachelor_* flat_NOUN	H1
back*_* against_ADP	S8-
back*_* {ADV} off_ADV	M1 S1.1.3-
back*_* {ADV} on_ADP to_ADP	M6
back*_* {PRON/ADV/Np} away_ADV	M1 E2-
back*_* {PRON/ADV/Np} up_ADV	S8+ M1 A9+
back*_* {PRON/ADV/PROPN} up_ADV	S8+ M1 A9+ Y2/A5.4-
back*_VERB {ADV} down_*	S7.1- M1
back*_VERB {PRON/ADV/Np} out_*	M1 A2.1+ M2
back-seat_* driver*_NOUN	M3/S8+/S2mf
back_* alley_NOUN	H3
back_* and_CCONJ forth_*	M6
back_* bench*_NOUN	G1.1
back_* bencher*_NOUN	G1.1/S2mf
back_* boiler*_NOUN	O2
back_* country_NOUN	M7
back_* door_NOUN	A10- H2
back_* down_ADV to_ADP base_NOUN	A12+
back_* of_ADP {PRON/Np} mind_NOUN	X2.1
back_* page_NOUN	Q1.2
back_* pain_NOUN	B2-
back_* passage_NOUN	B1 M7
back_* pay_NOUN	I1.1/I3.1
back_* road*_NOUN	M7
back_* seat_NOUN	M3/O2
back_* seat_NOUN	O2
back_* somersault_NOUN	K5.1
back_* stage_NOUN	K4 A10-
back_* stop_NOUN	K5.1/S2mf
back_* to_ADP square_NOUN one_NUM	T2+/N6+
back_ADJ bedroom*_NOUN	H2
back_ADJ door*_NOUN	H2 A10-
back_ADJ end_NOUN	T1.3 M6
back_ADJ end_NOUN of_ADP the_DET *_NOUN	T1.3
back_ADJ garden*_NOUN	H3
back_ADJ hander*_NOUN	I1
back_ADJ passage*_NOUN	H2 B1
back_ADJ pocket*_NOUN	B5
back_ADJ room*_NOUN	H2
back_ADJ stroke_NOUN	M4
back_ADJ yard*_NOUN	H3
back_ADV then_ADV	T1.1.1
back_ADV there_ADV	M6
back_ADV to_ADP basics_NOUN	A11.1+
back_ADV to_ADP square_NOUN one_NUM	T2+/N6+
back_ADV to_ADP the_DET grindstone_NOUN	A1.1.1/N6+
back_NOUN care_NOUN cushion*_NOUN	H5/B3
back_NOUN of_ADP *_DET mind*_NOUN	X2.1/A10-
back_NOUN pack*_NOUN	B5
back_NOUN packing_NOUN	K5.1
back_NOUN stabbing_*	G2.2-
back_NOUN street*_NOUN	H3 A10-
back_NOUN support*_NOUN	B3
back_NOUN to_ADP front_NOUN	M6 N5.1+
back_NOUN up*_NOUN	Y2 A9+
background_* music_NOUN	K2
background_* noise_NOUN	X3.2
background_* reading_NOUN	Q1.2 P1 X2.2+
backing_ADJ group_NOUN	K2/S5
backing_ADJ singer*_NOUN	K2/S2mf
backing_ADJ vocals_NOUN	K2
backing_NOUN track*_NOUN	K3
backseat_* driver*_NOUN	M3/S8+/S2mf
backstreet_* abortion*_NOUN	G2.1-/B3 G2.2-/B3
backstreet_* abortionist*_NOUN	B3/G2.1-/S2mf
backstreet_VERB abortionist_NOUN	G2.1-/B3/S2mf
backup_* copy_NOUN	A5.4-
backup_* operation*_NOUN	G3 G2.1
backward_ADJ step*_NOUN	A5.1-/A2.1
backwards_ADV and_CCONJ forwards_ADV	M6
bad_* mouth*_*	Q2.2
bad_* tempered_*	E3-
bad_ADJ egg*_NOUN	G2.2-/S2mf
bad_ADJ language_NOUN	Q3/S1.2.4-
bad_ADJ luck_NOUN	A1.4-
bad_ADJ mannered_ADJ	S1.2.4-
bad_ADJ mood*_NOUN	E3-
bad_ADJ name_NOUN	S7.2-
bad_ADJ natured_ADJ	S1.2.1-
bad_ADJ patch*_NOUN	A12-
bad_ADJ press_NOUN	S7.2-
bad_ADJ taste_NOUN	S1.2.4- O4.2-
bad_ADJ word*_NOUN	S1.2.4-/Q3
bad_ADV behaved_*	G2.2-
badger_NOUN bating_NOUN	L2/E3-
badly_ADV off_ADV	I1.1-
badminton_NOUN court*_NOUN	K5.1/M7
bag_NOUN lady_NOUN	I1.1-/S2.1f
bag_NOUN of_ADP worms_NOUN	A12-
bag_NOUN snatcher_NOUN	G2.1-/S2mf
baggage_NOUN allowance_NOUN	M5/S7.4+
baggage_NOUN check_NOUN	M5/X2.4+
baggage_NOUN handler*_NOUN	M5/S2mf
bags_NOUN of_ADP	N5+
bail*_* {PRON/ADV/Np} out_ADV	S8+ M5 M4
bail_* bond_NOUN	G2.1
bake_* house*_NOUN	F1/H1c
baked_ADJ beans_NOUN	F1
baked_ADJ potato*_NOUN	F1
baking_* chocolate_NOUN	F1
baking_* dish_NOUN	F1/O2
baking_* pan*_NOUN	F1/O2
baking_* powder_NOUN	F1
baking_* sheet*_NOUN	F1/O2
baking_* soda_NOUN	F1
baking_* tin*_NOUN	F1/O2
baking_* tray*_NOUN	F1/O2
baking_NOUN tray*_NOUN	O2/F1
balanc*_* {PRON/ADV/Np} out_ADV	A6.1
balanc*_* {PRON/ADV/Np} up_ADV	A6.1 I1
balance_NOUN of_ADP payments_NOUN deficit*_NOUN	I1.2
balance_NOUN sheet*_NOUN	Q1.2/I1.1
balancing_* act_NOUN	X8+/A1.8+
bald_ADJ eagle*_NOUN	L2mfn
bale*_VERB {PRON/ADV/Np} out_ADV	M5 M4 S8+
baling_* {PRON/ADV/Np} out_ADV	M5 M4 S8+
ball*_NOUN *_VERB weighted_VERB in_ADP *_DET favour_NOUN	S8+
ball_* bearing*_NOUN	O2
ball_* control_NOUN	K5.1/X9.1+
ball_NOUN and_CCONJ socket_NOUN	B1
ball_NOUN bearing*_NOUN	O2
ball_NOUN boy*_NOUN	K5.1/S2.2m
ball_NOUN game*_NOUN	A4.1 K5.1
ball_NOUN girl*_NOUN	K5.1/S2.1f
ball_NOUN gown*_NOUN	B5
ballet_NOUN dancer*_NOUN	K4/S2mf
ballet_NOUN dancing_NOUN	K4
ballet_NOUN music_NOUN	K2
ballet_NOUN school*_NOUN	K4/P1
ballet_NOUN shoes_NOUN	K4/B5
ballet_NOUN skirt*_NOUN	K4/B5
balloon*_* {ADV} out_ADV	N3.2+/A2.1
balloon_NOUN barrage*_NOUN	G3
ballot_NOUN box*_NOUN	G1.2
ballot_NOUN paper*_NOUN	G1.2/Q1.2
ballot_NOUN rigging_NOUN	G1.2/G2.2-
ballpark_* estimate*_NOUN	I2.1/Q1.2
ballpark_* figure*_NOUN	I2.1/Q1.2
ballroom_NOUN dancing_NOUN	K1
ballroom_NOUN dancing_NOUN class*_NOUN	K1/P1
balls*_VERB up_ADV	A5.3-
balls_NOUN up_ADV	A5.3-
balsamic_ADJ vinegar_NOUN	F1 O1.2
bamboo_NOUN shoot*_NOUN	L3 F1
banana_NOUN republic*_NOUN	Z2/I1.1-/A15-
banana_NOUN skin*_NOUN	F1/N5.1-
bandi*_* {PRON/ADV/Np} about_ADV	Q2.1
bandy*_* {PRON/Np} about_ADV	Q2.1
bang*_* *_DET {ADJ/INTJ} head_NOUN against_ADP a_DET brick_NOUN wall_NOUN	X9.2-
bang*_* {PRON/ADV/Np} on_ADP the_DET end_NOUN	X9.2-
bang*_* {PRON/ADV/Np} up_ADV	G2.1/A1.7+
bang_* to_ADP rights_NOUN	G2.1-
bank_NOUN account*_NOUN	I1.1
bank_NOUN balance_NOUN	I1.1
bank_NOUN card*_NOUN	O2/I1
bank_NOUN charge*_NOUN	I1.3
bank_NOUN clerk*_NOUN	I2.1/S2mf
bank_NOUN credit_NOUN	I1.1
bank_NOUN holiday*_NOUN	T1.3/K1
bank_NOUN holiday_NOUN weekend*_NOUN	T1.3/K1
bank_NOUN loan*_NOUN	I1.1
bank_NOUN manager*_NOUN	I2.1/S2mf
bank_NOUN rate*_NOUN	I1.1
bank_NOUN robber*_NOUN	G2.1-/S2mf
