mwe_template	semantic_tags
dito_verb popular_adj	S9/S2.2m
divisor_noun de_prep águas_noun	A6.1- A9-/N5.1 N2 A6.1-/E3- T1.2/A2.1+ W3
divisão_noun territorial_adj	M7
diário_noun de_prep bordo_noun	O2 Q1.2 N2
doce_adj cremoso_adj	A10- F1
doença_noun venérea_adj	B2-/S3.2
domínio_noun público_adj	A10+
dona_noun de_prep casa_noun	B4/S2mf S2.1/H1f B5%
dor_noun de_prep cabeça_noun	B2- E6-
dor_noun de_prep dente_noun	B2
dor_noun em_prep as_det costas_noun	B2-
dor_noun nos_prep quartos_noun	B2-
drag_noun queen_noun	K4/S2mf
duas_num vezes_noun	N6
duplo_adj sentido_noun	O4.2- A11.1-
dura_adj realidade_noun	A5.2+
durante_prep a_det noite_noun	T1.3 N3.8+
durante_prep todo_det	N5.1+ M6 Z5
dádiva_noun de_prep os_det céus_noun	F1
décimo_adj nona_noun	N4
e_conj assim_adv por_prep diante_adv	Z4
editoração_noun eletrônica_adj	Y2
ela_pron mesma_pron	Z8f
ele_pron mesmo_adv	Z8m
eles_pron mesmos_pron	Z8
elevação_noun de_prep terreno_noun	A5.1+/A2.2 E4.1+/A2.2
em_prep a_det base_noun	M6 Z5
em_prep a_det direção_noun de_prep	Z5
em_prep a_det direção_noun oeste_noun	M6
em_prep a_det maior_adj parte_noun	A13.2
em_prep a_det melhor_noun de_prep as_det hipóteses_noun	Z4
em_prep a_det mente_noun	H2
em_prep a_det moda_noun	O4.2 O4.2+ E2+ T3- O4.2+/S2mf
em_prep a_det placa_noun	M6 S5+
em_prep a_det verdade_noun	A5.2+
em_prep a_det vertical_noun	A5.1+ F1 M6 A5.3+% X2.5+
em_prep algum_det lugar_noun	M6
em_prep alguma_det parte_noun	M6
em_prep atraso_noun	G2.1-/S2mf T3- I1.2 T4-
em_prep ação_noun	A1.1.1
em_prep bom_adj som_noun	X3.2
em_prep branco_noun	N5--- G3 Q1.2 O4.1 X9.1- X2.2- X2.1- A1.9
em_prep brasa_noun	O4.6+ X5.2+
em_prep breve_adv	A10- T1.1.3/N3.8+
em_prep chamas_noun	L2/M5 M1 X5.2+ O4.6+ E1/X5.2+
em_prep cima_noun	M6 A1.1.1 N4 N5++ T2- X9.1+ N5+/A2.1 Z5
em_prep comum_adj	A6.1+ S1.1.2+
em_prep consequência_noun	Z5
em_prep conseqüência_noun de_prep	Z5
em_prep conserva_noun	O2/F1
em_prep desordem_noun	O4.2-
em_prep diante_adv	M6
em_prep direção_noun a_prep	M6 M1 Z5
em_prep direção_noun de_prep	Z5
em_prep face_noun de_prep	Z5 M6
em_prep frente_noun	M6 N4 T1.1.3
em_prep funcionamento_noun	I3.1 A1.1.1 X9.2+ A2.1+ A2.2 M7/I4@
em_prep jogo_noun	A15-
em_prep linha_noun reta_adj	O4.4 M6 M3
em_prep lugar_noun de_prep	A2.1 Z4
em_prep massa_noun	N3.2+ N5+
em_prep meio_noun a_prep	Z5
em_prep movimento_noun	A1.1.1 M1 B1
em_prep média_noun	A6.2+
em_prep nenhuma_det parte_noun	M6/Z6
em_prep o_det ataque_noun	K5.1 T1.3
em_prep o_det exterior_noun	M7
em_prep o_det meio_noun	M6 N4 T1.2
em_prep o_det meio_noun de_prep	Z5
em_prep o_det ponto_noun	O4.1/L3/F1 A1.2+
em_prep o_det sentido_noun horário_noun	M6
em_prep o_pron qual_pron	M6
em_prep ordem_noun reversa_adj	A6.1-
em_prep outra_det parte_noun	M6/A6.1-
em_prep parte_noun	A13.6
em_prep parte_noun alguma_det	M6/Z6
em_prep perspectiva_noun	X7+ A7+
em_prep poucas_det palavras_noun	T1.3-
em_prep processo_noun de_prep cura_noun	B2+/A2.1
em_prep prol_noun de_prep	S1.1.1
em_prep pé_noun	M6 M2 M8 T2++ N3 A3+ X2.1 A7 G1.2 S8+ S7.4+ I2. S7.1
em_prep pêlo_noun	B5-/L2
em_prep qualquer_det lugar_noun	M6
em_prep que_pron	Z5
em_prep resumo_noun	Z4
em_prep seguida_noun	N4 Z5 T1.2 T1.1.2
em_prep segundo_noun	N4 P1 F1 O2/T3+ S8+/S2mf S8+
em_prep separado_noun	N3.3+ A1.8- S1.1.3-
em_prep seqüência_noun	N4
em_prep situação_noun financeira_adj estáve_verb	I1.1+
em_prep surdina_noun	X3.2- N5- O4.3
em_prep série_noun	N4 Q4
em_prep tempo_noun real_adj	Y2
em_prep terra_noun	M6
em_prep toda_det parte_noun	M6/N5.1+
em_prep todo_det lugar_noun	M6 M6/N5.1+
em_prep torno_noun	A13.4 M6 Z5
em_prep torno_noun de_prep	A13.4 M6 Z5
um_det modo_noun de_prep dizer_verb	Z4 Q2.1
em_prep um_det piscar_verb de_prep olhos_noun	N3.8+
em_prep vez_noun de_prep	A6.1-
em_prep vigor_noun	G2.1 N5+
em_prep ziguezague_noun	O4.4
empregada_noun doméstica_adj	I3.1/B4/S2.1f S2.1f%
empregado_noun de_prep mesa_noun	F1 I3.1/F1/S2.2m
encarregado_noun de_prep limpeza_noun	B4/S2mf
encerramento_noun de_prep atividades_noun	T2- A10-
encomenda_noun expressa_adj	A4.2+ N3.8+++ M3/N3.8+fn Q1.1 B1%
encontrar_verb se_pron com_prep	T1.1.2
engarrafamento_noun de_prep trânsito_noun	M3 S8- A12- M8
engenheiro_noun civil_adj	Y1/S2mf
engenheiro_noun de_prep software_noun	Y2/S2mf
enquanto_adv isso_pron	T1.1.2 T1.3
entenda_verb mal_adv	X2.5-
entre_prep outras_det coisas_noun	Z5
entrega_verb em_prep domicílio_noun	B1/H4
enxoval_noun de_prep bebê_verb	B5
equipe_verb de_prep funcionários_noun	I3.1 I3.1/S2mfc B3/S2mf G3/S2c L2mfn
era_verb uma_det vez_noun	T1.1.1
erro_noun de_prep cálculo_noun	N2 A5.3-
erro_noun de_prep interpretação_noun	X2.5-
erro_noun grosseiro_adj	A5.3-
erro_noun tipográfico_adj	Q1.2/A5.3-
erupção_noun em_prep a_det pele_noun	A1.3- B2- N5
erva_noun daninha_adj	F4 L3 S1.2.5-/S2mf F3
erário_noun público_adj	G1.1/I1 I1.1+ Z3c
escada_noun rolante_adj	O2
escala_noun musical_adj	A6.3+
escola_noun primária_adj	P1/H1c
escola_noun secundária_adj	P1/H1c
escova_noun de_prep cabelo_noun	B4
escova_noun de_prep dentes_noun	B4
escritório_noun central_adj	S7.1+/H1c
esforço_noun exagerado_verb	N5.2+
espaço_noun em_prep branco_noun	N5--- G3 Q1.2 O4.1 X9.1- X2.2- X2.1- A1.9
espaço_noun entre_prep margens_noun	I3.1
espectro_noun solar_adj	A6.3+ O4.3 Y1
especulador_noun de_prep curto_adj prazo_noun	L2mn
espinha_noun dorsal_adj	B1 A11.1+ S1.2.5+
estado_noun consciente_adj	B1 X1
estado_noun de_prep espírito_noun	E1 E3- X1
estado_noun de_prep pureza_noun	O4.2+
estação_noun de_prep trabalho_noun	Y2
esteira_noun rolante_adj	M2 M2/S2mf O2
estilo_noun cafona_adj	C1/O4.2-
estilo_noun de_prep jazz_noun de_prep os_det anos_noun 1940_num	K2
estojo_noun compacto_adj	B4/O2 N3.2-
estrada_noun de_prep ferro_noun	M3c S7.1+
estrada_noun de_prep rodagem_noun	M3
estrada_noun particular_adj	M3/H3
estrada_noun pedagiada_adj	M3
estrada_noun com_prep pedágio_noun	M3
estrutura_noun de_prep poder_noun	S7.1
estudante_noun de_prep medicina_noun	B3 B3/S2mf
estudo_noun de_prep caso_noun	X8 X2.4 
et_noun cetera_verb	Z4
eu_pron mesmo_adv	Z8mf
exame_noun detalhado_verb	X2.4
exame_noun final_adj	K5.1 N4 T2-
exame_noun médico_adj	B3
exame_noun médico_adj completo_adj	B3
excessivamente_adv abundante_adj	M3
excesso_noun de_prep bagagem_noun	N3.5/N5.2+
execução_noun de_prep hipoteca_noun	T2-
exercício_noun de_prep cargo_noun	I3.1
exercício_noun de_prep o_det direito_noun	S7.4+
exercício_noun fiscal_adj	T1.3/I1
expectativa_noun de_prep vida_noun	T3/X2.6
exposição_noun pública_adj	I2.2/N5 B1 M2
expressão_noun idiomática_adj	Q3
extensão_noun de_prep tomada_noun	O3
extintor_noun de_prep incêndio_noun	O2/O4.6-
face_noun a_prep face_noun	S1.1.1
faculdade_noun mental_adj	P1 N5.1- M3/W1
faia_noun negra_adj	L3
faixa_noun etária_adj	T3
falsamente_adv modesto_adj	O4.2+
falso_adj conceito_noun	X4.1/A5.2-
falso_adj moralista_adj	S3.2/F5-/S2mf
familiarizado_verb com_prep	X2.2+
fatia_noun de_prep mercado_noun	N5/I2.1
fazer_verb alusão_noun	I2.2/Q2.1 X2.2+ A10+
faça_verb saber_verb	Q2.1 M2
febre_noun tifóide_adj	B2-
feira_noun de_prep artesanato_noun	C1/S1.1.3+c
feito_verb a_prep a_det mão_noun	O4.1
feito_verb em_prep casa_noun	O4.1
feltro_noun de_prep lubrificação_noun	L1+ O2
fenômeno_noun elétrico_adj	S9
feriado_noun bancário_adj	T1.3/K1
fermento_noun em_prep pó_noun	F1
fermento_noun químico_adj	F1
fertilizante_noun orgânico_adj	L1 W5
fibra_noun de_prep vidro_noun	O1.1
ficha_noun de_prep inscrição_noun	Q1.2
ficção_noun científica_adj	Q4/Y1
figura_noun de_prep proa_noun	O2/M4fn 
filão_noun de_prep ouro_noun	I1.1+
fim_noun de_prep semana_noun	T1.3
fio_noun elétrico_adj	O2 O1.1 B1
fio_noun flexível_adj	M2/B1 O3 M1
firma_noun comercial_adj	S5+c S4 S3.2
fisicamente_adv capaz_adj	B2+ S1.2.5+
fita_noun adesiva_adj	K3 Q4.3 A1.7+ Y2 O2
fita_noun de_prep cinema_noun	Q4.3 O2/C1 O1.1 O1.2 B3
fita_noun de_prep rolo_noun	K3
fita_noun demo_verb	K3
fita_noun métrica_adj	N3.3/O2
flauta_noun doce_adj	K3 O2 K2 G2.1/S2mf
floresta_noun tropical_adj	L3 A12- W3
flutuação_noun constante_adj de_prep preços_noun	A2.1+ E3- O4.1
fluxo_noun de_prep caixa_noun	I1 I1.1
fogo_noun de_prep artifício_noun	G3/K1
folha_noun de_prep louro_noun	L2/Q2.1 W3/M4 H2 M5 O4.4 L3
folha_noun de_prep pagamento_noun	I3.1
folha_noun de_prep prova_noun	A10- O2
folheto_noun dobrado_verb	O2/Q1.2 Y2
fones_noun de_prep ouvido_noun	K3
fora_adv de_prep a_det lei_noun	G2.1-
fora_adv de_prep a_det tomada_noun	O3 O2
fora_adv de_prep controle_noun	A1.7-
fora_adv de_prep o_det prazo_noun	T3+ O4.2- X5.2-
fora_adv de_prep operação_noun	F1/B1 A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Q1.2 O1.1 L2 Z5
fora_adv de_prep propósito_noun	A1.2-
formação_noun de_prep bolhas_noun	O4.6++ E3-- N3.8+
formulário_noun de_prep requerimento_noun	A9+/Q1.2
formulário_noun impresso_adj	Q1.2/Y2
forrado_verb de_prep pele_noun	B5
força_noun de_prep trabalho_noun	I3.1/S2 I3.1/S5+c
força_noun de_prep vontade_noun	X7+
força_noun policial_adj temporária_adj	S5+c
fracasso_noun total_adj	Z6/Z8 N1
frios_noun importados_verb	F1/I2.2
fumo_noun de_prep rolo_noun	O3 A1.1.1 I2.2/Q2.2 O2 S3.2/B1
funcionário_noun administrativo_adj	I3.2
funcionário_noun de_prep polícia_noun	G2.1/S2mf
funcionário_noun público_adj	G1.1/S2mf
fundo_noun de_prep comércio_noun	I2 O2/I2 
fundo_noun de_prep fideicomisso_noun	I1.1
futebol_noun americano_adj	K5.2
fábrica_noun de_prep laticínios_noun	F4
gado_noun leiteiro_adj	F4/L2
gaita_noun de_prep foles_noun	K2
galinha_noun choca_adj	M8- S1.2
galinha_noun poedeira_adj	O2 A4.1
garantia_verb de_prep qualidade_noun	A5.1
garantido_verb legalmente_adv	X5.2+
garota_noun de_prep programa_noun	G2.2-/S2mf
garota_verb levada_verb	S2.2/S2.1f
garota_verb sapeca_noun	S2.2/S2.1f S3.2
garrafa_noun térmica_adj	O2
gerente_noun geral_adj	S7.1+/S2mf
germinaç_verb ão_adj	F4 N3.2+/A2.1 T2+
globo_noun ocular_adj	B1 X3.4
glossário_noun geográfico_adj	Q4.1
golpe_noun de_prep estado_noun	G1.2
golpe_noun de_prep sorte_noun	I1.1+
goma_noun de_prep mascar_verb	F1
gosto_noun popular_adj	A6.2+ A2.1+
grade_noun de_prep programação_noun	T1.3
grampo_noun para_prep cabelo_noun	B5
grande_adj caixa_noun	K2
grande_adj escala_noun	N3.2+ N5+
grande_adj número_noun	N5+
grande_adj quantidade_noun	F1/L2 S3.2
grande_adj talento_noun	X9.1+
graça_noun concedida_verb	N5+ I1
grito_noun agudo_adj	Q2.2 Q2.2/X3.2+
grito_noun esganiçado_verb	Q2.2 Q2.2/X3.2+
grupo_noun de_prep discussão_noun	I4/H1 P1 Q2.1/Y2
grupo_noun de_prep garotas_noun	S5+
grupo_noun de_prep interesse_noun	G1.2 H2 G1.2/S5+c
grupo_noun político_adj local_noun	S5+ A11.1+
grupo_noun social_adj	O3 S1.1.3+/S2mf F2 K3 A2.1+/S2mf S1.1.1 I1.1/G1.1
gás_noun lacrimogêneo_adj	G3/O1.3
habilidade_noun artística_adj	X9.1+ C1
hacker_noun "_punc de_prep o_det mal_noun "_punc	O2 O4.2+/S2.1f A5.1+ F1
haste_noun ou_conj vara_noun flexível_adj	A2.1+ O3
hino_noun nacional_adj	K2
história_noun de_prep mistério_noun	G2.1/Q4.1
história_noun em_prep quadrinhos_noun	Q4
hoje_adv a_prep a_det noite_noun	T1.1.2
hoje_adv em_prep dia_noun	T1.1.2
homem_noun de_prep negócios_noun	I2.1/S2.2m
homem_noun de_prep os_det sete_num instrumentos_noun	I3.1/A4.2-mfn
homicídio_noun culposo_adj	L1-
horário_noun de_prep funcionamento_noun	I3.1/T1.3
hotel_noun de_prep veraneio_noun	H1 S5+c H4 M8 M2 Q2.2
há_verb muito_adv tempo_noun	T1.1.1
há_verb tempos_noun	T1.1.1
ida_noun e_conj volta_noun	M1
idioma_noun árabe_adj	Z2/Q3
idéia_noun errônea_adj	X4.1/A5.2-
idéia_noun fixa_adj	X5.2+ X2.1+
iluminação_noun profusa_adj	O3/W2
imper_verb ialismo_noun	G1.1/X2.1
importância_noun bruta_adj	I1.1
imposto_noun líquido_adj	I1.1/G1.1
imposto_verb de_prep renda_noun	G1.1/I1
imprensa_noun marrom_noun	Q4.2
impressão_noun digital_adj	G2.1/B1 Q1.1/B1
impressão_noun estilo_noun retrato_noun	C1 Q2.1
inatividade_noun temporária_adj	A1.9
inclinado_verb a_prep	A8 M6@ X7+
incluindo_verb tudo_pron	N5.1+
incêndio_noun culposo_adj	G2.1-/O4.6+
incêndio_noun proposital_adj	G2.1-/O4.6+
indisposição_noun a_prep	X7- X5.2-
indivíduo_noun viciado_verb em_prep trabalho_noun	I3.1/X5.2+++
indo_verb para_prep	T1.1.3
inferior_adj a_prep	B1 M6 A6.1- Z5
inflamação_noun de_prep garganta_noun	B2-
insinuação_noun maldosa_adj	S1.2.4-
insoci_verb ável_adj	S1.2.1-
instalações_noun bancárias_adj	H1 X4.1
instituições_noun públicas_adj	G1.1c
instrumento_noun cortante_adj	L1- T2- O2
instruções_noun para_prep impressão_noun	I1.3+/A2.1 Q1.2
intimação_noun judicial_adj	G2.1 Q2.2
introme_verb ter_verb	S1.1.3+++
investimento_noun especulativo_adj	K1
irmão_noun ou_conj irmã_noun de_prep alguém_pron	S4mf
isento_adj de_prep impostos_noun	I1.3- F2/I1.3-
janela_noun com_prep dobradiça_noun	H2
jaqueta_noun de_prep aviador_noun	B5
jaqueta_noun de_prep couro_noun	B5
jardim_noun zoológico_adj	M7/L2
jargão_noun tecnológico_adj	Q3
jogador_noun resoluto_adj	Y2/K5.2/S2mf
jogo_noun de_prep cartas_noun	Q1.2/A10- H5 K5.2
julgamento_noun errado_verb	N2 A5.3-
junto_adv com_prep	M6 Z5
juro_noun composto_verb	I1.1
ladeira_verb abaixo_adv	M6 A5.1-/A2.1
lado_noun a_prep lado_noun	M6 S7.3 T1.1.2 Z5 S5+
lançado_verb nos_prep livros_noun	Q1.2
larga_adj escala_noun	N3.2+ N5+
largura_noun de_prep banda_noun	Q1.3 Y2
lavagem_noun de_prep dinheiro_noun	I1.1+/G2.1-
lavanderia_noun automática_adj	B4/M7
laço_noun de_prep gravata_noun	O4.1/B1 S7.2+ S1.2.4+ S7.1- O4.1/B1/S7.2+ B5 G3 K2 M4
legítima_adj defesa_noun	E3- G2.1
lei_noun municipal_adj	G2.1
leite_noun desnatado_verb	F2
leito_noun de_prep rio_noun	W3/M4 
lente_noun de_prep aumento_noun	O2/N3.2+
lenço_noun de_prep papel_noun	B1 O1.1 B4
letra_noun de_prep música_noun	Q3
leva_verb de_prep forçados_verb	G2.1/S5+ A1.7+/S5+
levantamento_noun de_prep peso_noun	A9+/N3.8+ N5-
levemente_adv salgado_verb	W3
liberdade_noun condicional_adj	G2.1 Q3%
licença_noun por_prep doença_noun	K1/B2-
ligação_noun a_prep cobrar_verb	Q1.3
limpador_noun de_prep chaminés_noun	B4 B4/S2mf A4.1 M2 M1 N3.6+/A2.1 X3.4 X9.2+
limpeza_noun pesada_verb	B4 A1.1.1
linguagem_noun dakota_verb	Z2
linha_noun central_adj	M1 W3
linha_noun compartilhada_verb	Q1.3
linha_noun de_prep montagem_noun	I4
linha_noun de_prep o_det coro_noun	K4/S5+
linha_noun de_prep o_det horizonte_noun	W3 O4.1
linha_noun de_prep raciocínio_noun	S8+
linha_noun partidária_adj	Q1.3
lista_noun de_prep candidatos_noun	O1.1 O2 Q1.2 Q2.2
lista_noun de_prep passageiros_noun	Q1.2/S2
lista_noun de_prep verificação_noun	Q1.2
lista_noun telefônica_adj	Q1.3/Q4.1
livro_noun de_prep bolso_noun	Q4.1
livro_noun didático_adj	Q4.1/P1
local_noun de_prep aplicação_noun de_prep a_det cotação_noun	S4/S2mf T1.1.1
local_noun de_prep observação_noun	B5 K3
local_noun de_prep recreação_noun	S6+ M7
logo_adv que_conj	Z5
logradouro_noun público_adj	M7
loja_noun a_prep varejo_noun	Q2.1 I2.2 I2.2/H1 H2 A1.1.1
loja_noun de_prep departamentos_noun	I2.2/H1c I2.2
loja_noun de_prep frios_noun	F1/I2.2
lombo_noun de_prep porco_noun	F1
lote_noun negociável_adj de_prep mercadoria_noun	N5+
lugar_noun atrasado_verb	M7/A11.1- O1.2/W3
lugar_noun nenhum_pron	M6/Z6
luta_noun de_prep boxe_noun	K5.1 A1.1.1 O4.4 T1.3
luta_noun livre_adj	K5.1 E3- A1.1.1/A12-
luva_noun de_prep boxe_noun	K5.1/B5
luz_noun bruxuleante_adj	M1 N5-
luz_noun de_prep freio_noun	O2
luz_noun de_prep o_det dia_noun	W2 T1.3
luz_noun de_prep o_det sol_noun	W2 W4
luz_noun solar_adj	W2 W4
lâmina_noun delgada_adj	O1.1 S8- G3
madeira_noun compensada_verb	O2
madre_noun superiora_noun	S9/S7.1+/S2.1f
magia_noun negra_adj	S9
mais_adv adicional_adj	N5++ N3.3++ T2++ N5+/A2.1
mais_adv alerta_verb	K4/Q2.2/S2mf
mais_adv alto_adj	X3.2++ O4.3
mais_adv baixo_adj	M2 N5-/A2.1 S7.1-/A2.1 A11.1-/A2.1 X3.2-/A2.1 M6 N3.7-- N5-- I1.3-- A5.1-- A11.1-- E4.1-- X3.2-- G2.2-- S7.1--
mais_adv cavalier_adj	A1.3- G3/S2.2m T1.1.1/S2.2m
mais_adv chandelier_adj	H5
mais_adv claro_adj	O2/O4.6+ W2 O4.3 N3.5-- N5-- N3.2-- A12++ X3.2-- F1 A11.1-- O4.2++
mais_adv elevado_verb	M6 A11.1++ F3@
mais_adv hindmost_noun	N4
mais_adv importante_adj	A5.1+++ A11.1+++ N3.2+++ N5+++ X5.2+++
mais_adv longe_adv	M6 N4 Z5
mais_adv longo_adj	T1.3++ N3.7++ N3.3++ N3.2++
mais_adv moderno_adj	T3--- T4---
mais_adv ou_conj menos_adv	A13.4 E3- A4.2-
mais_adv próximo_adj	N3.3-- S3.1 A6.1++ T1.3-- Z5
mais_adv recente_adj	T3--- T4---
mais_adv rápido_adj	N3.8++
mais_adv tarde_adv	N4 T4-- T1.1.3
mais_adv velho_adj	T3++
mal_adv assado_verb	N6- A6.2- A5.1+ F1
mala_noun postal_adj	Q1.2
mamão_adj papaia_noun	F1 L3
mamão_noun com_prep açúcar_noun	A12+
mandado_verb judicial_adj	G2.1/Q1.2 Q1.2
mandato_noun de_prep prisão_noun	N5
manga_noun bufante_adj	B5
manivela_noun de_prep espeto_noun	A1.1.1 O2 Z1
manutenção_noun de_prep o_det lar_noun	H4 A1.1.1/A6.2+ I1/H4
mapa_noun de_prep estrada_noun	M3/Q1.2 X4.2
marca_noun d'água_verb	Q1.2 O4.1/O1.2
marca_noun de_prep nascença_noun	B1
marca_noun registrada_verb	Q1.1
marco_noun miliário_adj	T1.2 M3%
margem_noun de_prep lucro_noun bruto_adj	I1.3+/A2.1 Q1.2
martelo_noun de_prep madeira_noun	O2
massa_noun de_prep pastel_noun	F3 B1 O1.3 F1 S3.2/S2.2m
massa_noun de_prep pão_noun	F1 I1
massa_noun folhada_verb cremosa_adj	F1
massa_noun mole_adj	O1.2
mata_verb cerrada_verb	M8 O2
material_noun de_prep escritório_noun	Q1.2
mau_adj comportamento_noun	G2.2-
medidas_noun legais_adj	A1.1.1 T2++ M1
medidor_noun de_prep desempenho_noun	A6/A5.1
medo_noun súbito_adj	X5.2-
medula_noun óssea_adj	B1
meia_adj volta_noun	M1 M8-
meia_noun de_prep nylon_noun	B5
meio_adv ambiente_noun	W5 W3 E1 Y2 O4.1
meio_adv byte_noun	F1
meio_adv período_noun	T1.3
meio_adv termo_noun	N3.2 N3.1 Q4 X4.2 O1 S9/S2mf
meio_noun expediente_adj	T1.3
meios_noun de_prep comunicação_noun	Q4c
meios_noun de_prep defesa_noun	G3
melhores_adj votos_noun	Z4
membro_noun de_prep a_det família_noun Hominidae_pnoun	S3.2/S2.2m
mensagem_noun codificada_verb	A10-/Q1.2 N2 X3.2/N6+ A11.1- S7.1-/S2mf
mensagem_noun urgente_adj	A4.2+ N3.8+++ M3/N3.8+fn Q1.1 B1%
mercado_noun de_prep capitais_noun	I2.1/I1.1c
mercado_noun de_prep trabalho_noun	I3.1
mercado_noun negro_adj	I2.2/G2.2-
mercado_noun público_adj	I2.2/M7 I2.2
mesa_noun de_prep trabalho_noun	H5
mesmo_adv que_conj	Z7
meu_det bem_adv	F1
milho_noun de_prep pipoca_noun	F1
milésimo_noun de_prep segundo_noun	T1.2
mina_noun de_prep carvão_noun	I4/H1c W3/I4
mina_noun terrestre_adj anti-pessoal_adj	G3 A15-
miolo_noun de_prep pão_noun	F1 N5-
mistura_noun de_prep cores_noun	A7-
moda_noun passageira_adj	E2+/T1.2 O4.3 N5-/A2.1
modo_noun de_prep andar_verb	M1
modo_noun de_prep proceder_verb	X4.2
modo_noun de_prep vida_noun	I3.1 N3.8+ S1.1.1 A6.2+
modo_noun verbal_adj	E1 E3-
moeda_noun corrente_adj	I1 A6.2+
moeda_noun de_prep cobre_noun	I1.1 O4.3 O1.1 G2.1/S2mf
moeda_noun de_prep um_det centavo_noun	I1
moeda_noun falsa_adj	A5.4- A5.4-/A1.1.1
moinho_noun de_prep vento_noun	H1
molusco_noun de_prep o_det gênero_noun Heliotis_pnoun	L2 F1
moléstia_noun contagiosa_adj	B2-
momento_noun oportuno_adj	A9-/G2.1- G2.1 A1.1.2 G2.1/H1 B2-
montanha_noun muito_adv alta_adj	W3
morrendo_verb por_prep	L1- T2-
motivos_noun éticos_adj	G2.2
motor_noun de_prep arranque_noun	F1 O2 T2+ K5.1/S2mf
mudança_noun de_prep atitude_noun	A6.1- G3
muitas_det vezes_noun	N6+
muito_adv bem_adv	A5.1+ A4.2+ O4.5 O4.1 W4 N3.2- G2.1 G2.1/I1.3 Z4
muito_adv bom_adj	A5.1+ K5.2 M5/S2mf W3/M4 X3.2+/A2.1 O4.4/A2.1 N5+/A2.1 X5.2+ X9.1+
muito_adv curta_adj	Q1.2 G2.1/S2mf Q2.1 T1.3- N3.7-%
muito_adv menos_adv	Z5
muito_adv obrigado_verb	S1.2.4+
muito_adv seca_adj	O1.2-
mulher_noun atraente_adj	O1.1
mulher_noun de_prep má_adj fama_noun	O1.1
mulher_noun desmazelada_verb	G2.2-/S3.2/S2.1f
mundo_noun espiritual_adj	X3.4-
museu_noun de_prep arte_noun	C1/H1c
má_adj sorte_noun	A1.4-/A1.1.1
má_adj vontade_noun	X7- X5.2-
máquina_noun de_prep descaroçar_verb algodão_noun	F2
máquina_noun de_prep escrever_verb	Q1.2/O2
máquina_noun de_prep lavar_verb	B4/O3 O2
máquina_noun de_prep passar_verb roupa_noun	A1.1.2 B4/O2
máquina_noun fotográfica_adj	C1 Q4.3
mão-de-obra_noun direta_adj	I3.1
médico_noun clínico_adj	B3/S2mf
música_noun clássica_adj	K2
música_noun de_prep câmara_noun	K2
música_noun evangélica_adj	S9/Q4.1 A5.2+ K2
música_noun pop_adj	K2 X3.2 F2 S4m M1 Z4
música_noun tradicional_adj	S2mf K2
músico_noun de_prep rua_noun	K2/S2mf
nado_noun de_prep costas_noun	M4
nado_noun de_prep peito_noun	M4/K5.1
nado_noun livre_adj	A1.7-
naipe_noun de_prep cordas_noun	O1.1 N5 N4 S6+ K2
natureza_noun morta_adj	C1
nau_noun capitânia_adj	M4fn A11.1+++
navalha_noun de_prep barba_noun	B4
navio_noun a_prep vapor_noun	M4fn
navio_noun cargueiro_adj	M4
navio_noun charter_noun	M1 S2 M4fn X3.2/M1
navio_noun de_prep cruzeiro_noun	M4fn
navio_noun de_prep guerra_noun	M4/G3fn
navio_noun de_prep linha_noun regular_adj	M4fn B5
navio_noun de_prep passageiros_noun	M4fn
navio_noun mercante_adj	I2.2/M4
nenhum_det lugar_noun	M6/Z6
ninho_noun de_prep pombo_noun	A4.1 Q1.2@ H5
nome_noun coletivo_adj	S5+ N5+ A4.2- Q3 S5+c
nome_noun comercial_adj	I2.2/Q2.2
nome_noun de_prep solteira_noun	Q2.2/S4-
nome_noun falso_adj	A10- A5.4-
norma_noun nacional_adj	A5.1/G1.1
nota_noun de_prep 20_num dólares_noun	I1
nota_noun de_prep banco_noun	I1
nota_noun de_prep crédito_noun	I1/Q1.2
nota_noun fiscal_adj	Q1.2/I1 I1.1 A9+
nota_noun tônica_adj	A11.1++
notas_noun de_prep rodapé_noun	Q1.2
notificação_noun de_prep recebimento_noun	Q2.2
novinho_adj em_prep folha_noun	T3---
não_adv apropriado_verb	A1.2-
não_adv castrado_verb	N5.1+
não_adv confiável_adj	A5.1- A5.3-
não_adv convencional_adj	A6.2-
não_adv corroborado_verb	A5.2-
não_adv disponível_adj	A3- A9-
não_adv empregável_adj	I3.1
não_adv envolvido_verb	M2/A6.1- E6 X5.2- E1- H1
não_adv familiar_adj	X2.2- A6.2-
não_adv faz_verb mal_adv	Z4
não_adv feito_verb	A1.7- A1.1.1
não_adv importa_verb	Z4
não_adv importa_verb qual_pron	Z5 Z8
não_adv mais_adv	T2-
não_adv migratório_adj	H4 H4/S2mf
não_adv mobiliado_verb	H5-
não_adv natural_adj	A6.2- A5.4-
não_adv obstante_adj	A2.1- Z4 Z5
não_adv oficialmente_adv	G1.1- S7.4-
não_adv ofuscante_adj	O4.3/A2.1
não_adv ouvido_verb	A11.2-
não_adv pago_verb	I1.1-
não_adv usado_verb	A1.5.1-
nível_noun de_prep o_det mar_noun	W3
nó_noun de_prep um_det dedo_noun	B1
núcleo_noun duro_adj	S5+c/X5.2+ S3.2 K2 M3
